sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
4245,671,1,1144,2,10659,picker-2,,1,,14663.0
4246,671,1,940,1,10659,picker-2,,1,,13800.0
4247,671,1,120,12,10659,picker-2,,1,,13298.0
4248,671,1,162,7,10659,picker-2,,1,,13483.0
4249,671,1,2,3,10659,picker-2,,1,,13502.0
4250,671,1,259,2,10659,picker-2,,1,,14104.0
4251,671,1,539,11,10659,picker-2,,1,,13336.0
4252,671,1,1091,1,10659,picker-2,,1,,15110.0
4253,672,1,459,2,10664,picker-5,,1,,12934.0
4254,673,1,1779,10,10674,picker-2,,1,,13240.0
4255,674,1,290,4,10721,picker-2,,1,,11062.0
4256,675,1,243,1,10724,picker-2,,1,,15735.0
4257,675,1,28,7,10724,picker-2,,1,,15594.0
4258,675,1,337,1,10724,picker-2,,1,,15594.0
4259,675,1,167,7,10724,picker-2,,1,,15759.0
4260,675,1,724,8,10724,picker-2,,1,,15645.0
4261,675,1,607,10,10724,picker-2,,1,,15917.0
4262,675,1,1613,1,10724,picker-2,,1,,16981.0
4263,676,1,323,2,10731,picker-5,,1,,11185.0
4264,676,1,3,12,10731,picker-5,,1,,11090.0
4265,676,1,921,1,10731,picker-5,,1,,11401.0
4266,677,1,262,1,10740,picker-2,,1,,12331.0
4267,677,1,1218,1,10740,picker-2,,1,,12570.0
4268,677,1,105,11,10740,picker-2,,1,,11775.0
4269,677,1,256,1,10740,picker-2,,1,,12367.0
4270,677,1,1025,2,10740,picker-2,,1,,11747.0
4271,677,1,264,1,10740,picker-2,,1,,12550.0
4272,677,1,235,1,10740,picker-2,,1,,11775.0
4273,678,1,2720,2,10760,,,-3,,
4274,678,1,3043,2,10760,,,-3,,
4275,678,1,886,2,10760,,,-3,,
4276,678,1,91,8,10760,,,-3,,
4277,678,1,631,6,10760,,,-3,,
4278,678,1,3471,4,10760,,,-3,,
4279,678,1,970,1,10760,,,-3,,
4280,678,1,145,9,10760,,,-3,,
4281,678,1,680,12,10760,,,-3,,
4282,678,1,189,12,10760,,,-3,,
4283,678,1,464,12,10760,,,-3,,
4284,678,1,3778,1,10760,,,-3,,
4285,678,1,135,4,10760,,,-3,,
4286,678,1,3,9,10760,,,-3,,
4287,678,1,1238,5,10760,,,-3,,
4288,678,1,68,6,10760,,,-3,,
4289,678,1,938,2,10760,,,-3,,
4290,678,1,3734,1,10760,,,-3,,
4291,678,1,1715,1,10760,,,-3,,
4292,679,1,750,10,10772,picker-5,,1,,13807.0
4293,680,1,4,4,10777,picker-5,,1,,11229.0
4294,680,1,798,1,10777,picker-5,,1,,12315.0
4295,681,1,554,11,10789,picker-1,,1,,22592.0
4296,681,1,1293,8,10789,picker-1,,1,,22403.0
4297,681,1,3838,6,10789,picker-1,,1,,22359.0
4298,681,1,390,5,10789,picker-1,,1,,22370.0
4299,681,1,342,2,10789,picker-1,,1,,22640.0
4300,681,1,471,12,10789,picker-1,,1,,22389.0
4301,681,1,94,12,10789,picker-1,,1,,22300.0
4302,681,1,32,5,10789,picker-1,,1,,22474.0
4303,681,1,2068,1,10789,picker-1,,1,,22838.0
4304,682,1,2281,1,10808,picker-1,,1,,18828.0
4305,683,1,69,3,10923,picker-3,,1,,11262.0
4306,684,1,1464,1,10961,,,-3,,
4307,684,1,1197,7,10961,,,-3,,
4308,684,1,355,5,10961,,,-3,,
4309,684,1,1052,2,10961,,,-3,,
4310,684,1,919,2,10961,,,-3,,
4311,684,1,191,12,10961,,,-3,,
4312,684,1,366,1,10961,,,-3,,
4313,684,1,908,2,10961,,,-3,,
4314,684,1,112,10,10961,,,-3,,
4315,684,1,59,5,10961,,,-3,,
4316,684,1,8,8,10961,,,-3,,
4317,684,1,635,7,10961,,,-3,,
4318,684,1,501,3,10961,,,-3,,
4319,684,1,1182,7,10961,,,-3,,
4320,684,1,377,1,10961,,,-3,,
4321,684,1,1290,2,10961,,,-3,,
4322,684,1,1630,1,10961,,,-3,,
4323,684,1,54,5,10961,,,-3,,
4324,684,1,28,12,10961,,,-3,,
4325,684,1,564,4,10961,,,-3,,
4326,684,1,238,2,10961,,,-3,,
4327,684,1,69,12,10961,,,-3,,
4328,684,1,263,1,10961,,,-3,,
4329,684,1,622,9,10961,,,-3,,
4330,684,1,1518,1,10961,,,-3,,
4331,684,1,557,11,10961,,,-3,,
4332,685,1,508,9,11057,picker-4,,1,,11626.0
4333,685,1,122,12,11057,picker-4,,1,,11604.0
4334,686,1,552,11,11068,picker-3,,1,,13517.0
4335,687,1,529,6,11078,picker-5,,1,,11723.0
4336,687,1,1234,1,11078,picker-5,,1,,12122.0
4337,687,1,246,2,11078,picker-5,,1,,11740.0
4338,688,1,1048,1,11083,picker-3,,1,,13359.0
4339,689,1,25,10,11121,picker-3,,1,,11689.0
4340,690,1,975,6,11372,picker-5,,1,,14057.0
4341,691,1,117,12,11415,picker-4,,1,,11977.0
4342,692,1,265,1,11437,picker-5,,1,,12775.0
4343,692,1,857,1,11437,picker-5,,1,,13118.0
4344,692,1,540,4,11437,picker-5,,1,,12973.0
4345,692,1,469,12,11437,picker-5,,1,,12480.0
4346,692,1,1,4,11437,picker-5,,1,,12642.0
4347,692,1,406,1,11437,picker-5,,1,,13042.0
4348,692,1,1035,3,11437,picker-5,,1,,12480.0
4349,692,1,272,1,11437,picker-5,,1,,12946.0
4350,693,1,303,3,11486,picker-5,,1,,16769.0
4351,693,1,1709,2,11486,picker-5,,1,,16982.0
4352,693,1,2228,2,11486,picker-5,,1,,16869.0
4353,693,1,266,4,11486,picker-5,,1,,16825.0
4354,693,1,2258,3,11486,picker-5,,1,,17023.0
4355,693,1,696,12,11486,picker-5,,1,,16769.0
4356,693,1,946,1,11486,picker-5,,1,,17467.0
4357,693,1,437,1,11486,picker-5,,1,,17080.0
4358,693,1,1404,2,11486,picker-5,,1,,16791.0
4359,694,1,26,6,11506,picker-1,,1,,13009.0
4360,694,1,52,9,11506,picker-1,,1,,13047.0
4361,694,1,162,8,11506,picker-1,,1,,13284.0
4362,694,1,236,2,11506,picker-1,,1,,13452.0
4363,694,1,14,7,11506,picker-1,,1,,13346.0
4364,694,1,417,1,11506,picker-1,,1,,13713.0
4365,694,1,125,12,11506,picker-1,,1,,13111.0
4366,694,1,3284,1,11506,picker-1,,1,,15714.0
4367,694,1,255,1,11506,picker-1,,1,,13284.0
4368,694,1,93,10,11506,picker-1,,1,,13009.0
4369,694,1,265,1,11506,picker-1,,1,,13708.0
4370,694,1,1777,1,11506,picker-1,,1,,13744.0
4371,694,1,203,12,11506,picker-1,,1,,13063.0
4372,694,1,1078,2,11506,picker-1,,1,,13527.0
4373,694,1,3411,1,11506,picker-1,,1,,13717.0
4374,694,1,161,10,11506,picker-1,,1,,13254.0
4375,695,1,865,4,11620,picker-3,,1,,12476.0
4376,695,1,224,12,11620,picker-3,,1,,12013.0
4377,696,1,233,1,11646,picker-1,,1,,12428.0
4378,696,1,247,1,11646,picker-1,,1,,12554.0
4379,696,1,396,1,11646,picker-1,,1,,12721.0
4380,696,1,13,2,11646,picker-1,,1,,12428.0
4381,697,1,315,1,11907,picker-4,,1,,13359.0
4382,697,1,2226,3,11907,picker-4,,1,,13031.0
4383,697,1,1427,1,11907,picker-4,,1,,13659.0
4384,697,1,551,12,11907,picker-4,,1,,12974.0
4385,697,1,13,2,11907,picker-4,,1,,13269.0
4386,697,1,1685,2,11907,picker-4,,1,,13365.0
4387,697,1,262,1,11907,picker-4,,1,,13445.0
4388,697,1,3813,1,11907,picker-4,,1,,13514.0
4389,697,1,30,8,11907,picker-4,,1,,13031.0
4390,698,1,267,3,11934,picker-2,,1,,12644.0
4391,699,1,397,4,12004,picker-5,,1,,12649.0
4392,699,1,61,1,12004,picker-5,,1,,13114.0
4393,699,1,896,2,12004,picker-5,,1,,12783.0
4394,699,1,67,12,12004,picker-5,,1,,12443.0
4395,699,1,1831,1,12004,picker-5,,1,,13006.0
4396,699,1,4352,6,12004,picker-5,,1,,12624.0
4397,699,1,26,11,12004,picker-5,,1,,12443.0
4398,700,1,19,2,12006,picker-2,,1,,12320.0
4399,701,1,355,2,12167,picker-3,,1,,15387.0
4400,702,1,48,5,12220,picker-2,,1,,12539.0
4401,703,1,252,3,12234,picker-3,,1,,12789.0
4402,704,1,3877,1,12252,picker-1,,1,,13733.0
4403,704,1,29,11,12252,picker-1,,1,,13047.0
4404,704,1,74,12,12252,picker-1,,1,,13080.0
4405,704,1,1607,3,12252,picker-1,,1,,13444.0
4406,705,1,1154,2,12301,,,-3,,
4407,705,1,968,2,12301,,,-3,,
4408,705,1,957,1,12301,,,-3,,
4409,705,1,0,3,12301,,,-3,,
4410,705,1,1193,2,12301,,,-3,,
4411,705,1,1607,1,12301,,,-3,,
4412,705,1,1019,1,12301,,,-3,,
4413,705,1,374,2,12301,,,-3,,
4414,705,1,2120,2,12301,,,-3,,
4415,705,1,1107,2,12301,,,-3,,
4416,706,1,178,10,12352,picker-2,,1,,17537.0
4417,706,1,492,4,12352,picker-2,,1,,18586.0
4418,706,1,255,1,12352,picker-2,,1,,17767.0
4419,706,1,852,1,12352,picker-2,,1,,18641.0
4420,706,1,339,1,12352,picker-2,,1,,17683.0
4421,706,1,106,12,12352,picker-2,,1,,17911.0
4422,706,1,138,6,12352,picker-2,,1,,18518.0
4423,706,1,1519,6,12352,picker-2,,1,,18428.0
4424,706,1,322,2,12352,picker-2,,1,,18600.0
4425,706,1,121,10,12352,picker-2,,1,,17825.0
4426,706,1,922,1,12352,picker-2,,1,,19278.0
4427,706,1,33,12,12352,picker-2,,1,,17658.0
4428,706,1,290,1,12352,picker-2,,1,,18606.0
4429,706,1,3229,1,12352,picker-2,,1,,18888.0
4430,706,1,410,4,12352,picker-2,,1,,18489.0
4431,706,1,233,4,12352,picker-2,,1,,17629.0
4432,706,1,16,6,12352,picker-2,,1,,17537.0
4433,706,1,399,3,12352,picker-2,,1,,18805.0
4434,706,1,55,11,12352,picker-2,,1,,17683.0
4435,706,1,626,5,12352,picker-2,,1,,17952.0
4436,706,1,234,2,12352,picker-2,,1,,18489.0
4437,706,1,831,1,12352,picker-2,,1,,19058.0
4438,706,1,77,8,12352,picker-2,,1,,18182.0
4439,707,1,76,3,12497,picker-1,,1,,16984.0
4440,708,1,3,10,12612,picker-2,,1,,12957.0
4441,709,1,7,9,12740,picker-5,,1,,13347.0
4442,709,1,242,3,12740,picker-5,,1,,14034.0
4443,709,1,2177,4,12740,picker-5,,1,,14066.0
4444,709,1,3254,8,12740,picker-5,,1,,13693.0
4445,710,1,1588,1,12743,picker-3,,1,,13536.0
4446,710,1,2775,1,12743,picker-3,,1,,16853.0
4447,710,1,271,3,12743,picker-3,,1,,13251.0
4448,710,1,73,12,12743,picker-3,,1,,13219.0
4449,710,1,1414,10,12743,picker-3,,1,,13351.0
4450,710,1,92,12,12743,picker-3,,1,,13219.0
4451,711,1,133,12,12768,picker-3,,1,,19588.0
4452,711,1,671,9,12768,picker-3,,1,,19551.0
4453,711,1,240,1,12768,picker-3,,1,,19551.0
4454,711,1,422,1,12768,picker-3,,1,,20853.0
4455,711,1,17,12,12768,picker-3,,1,,19512.0
4456,711,1,825,1,12768,picker-3,,1,,21122.0
4457,711,1,48,3,12768,picker-3,,1,,20302.0
4458,711,1,234,1,12768,picker-3,,1,,19955.0
4459,711,1,842,2,12768,picker-3,,1,,19913.0
4460,711,1,3499,9,12768,picker-3,,1,,19249.0
4461,711,1,119,12,12768,picker-3,,1,,19491.0
4462,711,1,461,2,12768,picker-3,,1,,20592.0
4463,711,1,239,1,12768,picker-3,,1,,19894.0
4464,711,1,1118,3,12768,picker-3,,1,,19913.0
4465,711,1,1708,1,12768,picker-3,,1,,21111.0
4466,711,1,74,9,12768,picker-3,,1,,19811.0
4467,712,1,119,8,12812,picker-3,,1,,13740.0
4468,713,1,205,12,13039,picker-3,,1,,17141.0
4469,713,1,801,2,13039,picker-3,,1,,17977.0
4470,713,1,333,3,13039,picker-3,,1,,17491.0
4471,713,1,373,2,13039,picker-3,,1,,18173.0
4472,713,1,52,8,13039,picker-3,,1,,17300.0
4473,713,1,319,2,13039,picker-3,,1,,18111.0
4474,713,1,425,5,13039,picker-3,,1,,17621.0
4475,713,1,45,8,13039,picker-3,,1,,17141.0
4476,713,1,62,4,13039,picker-3,,1,,17387.0
4477,713,1,2900,2,13039,picker-3,,1,,18050.0
4478,713,1,2998,1,13039,picker-3,,1,,18839.0
4479,713,1,199,8,13039,picker-3,,1,,17545.0
4480,713,1,270,1,13039,picker-3,,1,,18213.0
4481,713,1,1561,10,13039,picker-3,,1,,17425.0
4482,713,1,239,3,13039,picker-3,,1,,17439.0
4483,713,1,264,1,13039,picker-3,,1,,18185.0
4484,713,1,257,1,13039,picker-3,,1,,17491.0
4485,713,1,258,1,13039,picker-3,,1,,18161.0
4486,713,1,18,6,13039,picker-3,,1,,17387.0
4487,713,1,949,2,13039,picker-3,,1,,17822.0
4488,713,1,515,9,13039,picker-3,,1,,17321.0
4489,713,1,134,9,13039,picker-3,,1,,17475.0
4490,713,1,2404,11,13039,picker-3,,1,,17257.0
4491,713,1,284,3,13039,picker-3,,1,,17810.0
4492,713,1,27,4,13039,picker-3,,1,,17737.0
4493,714,1,997,2,13200,picker-5,,1,,17159.0
4494,715,1,278,1,13225,picker-2,,1,,16366.0
4495,715,1,103,1,13225,picker-2,,1,,16345.0
4496,715,1,50,12,13225,picker-2,,1,,15948.0
4497,715,1,1582,2,13225,picker-2,,1,,17088.0
4498,715,1,2660,2,13225,picker-2,,1,,19063.0
4499,715,1,9,12,13225,picker-2,,1,,15948.0
4500,715,1,17,11,13225,picker-2,,1,,15985.0
4501,715,1,261,3,13225,picker-2,,1,,15967.0
4502,715,1,2810,1,13225,picker-2,,1,,15985.0
4503,715,1,533,12,13225,picker-2,,1,,16169.0
4504,715,1,343,1,13225,picker-2,,1,,16898.0
4505,715,1,858,1,13225,picker-2,,1,,17277.0
4506,715,1,1955,1,13225,picker-2,,1,,16911.0
4507,715,1,591,10,13225,picker-2,,1,,16254.0
4508,715,1,75,10,13225,picker-2,,1,,16061.0
4509,716,1,161,12,13291,picker-5,,1,,21116.0
4510,717,1,941,1,13414,picker-5,,1,,16234.0
4511,718,1,865,3,13702,picker-1,,1,,15312.0
4512,719,1,1261,1,13708,picker-1,,1,,14904.0
4513,719,1,949,1,13708,picker-1,,1,,14506.0
4514,719,1,295,1,13708,picker-1,,1,,14401.0
4515,719,1,802,1,13708,picker-1,,1,,14383.0
4516,719,1,10,3,13708,picker-1,,1,,14197.0
4517,720,1,253,2,13708,picker-1,,1,,14397.0
4518,720,1,499,8,13708,picker-1,,1,,14209.0
4519,720,1,339,3,13708,picker-1,,1,,14261.0
4520,720,1,1120,2,13708,picker-1,,1,,14406.0
4521,720,1,48,6,13708,picker-1,,1,,14220.0
4522,721,1,3798,8,13808,picker-4,,1,,16643.0
4523,721,1,146,12,13808,picker-4,,1,,16127.0
4524,721,1,0,3,13808,picker-4,,1,,16580.0
4525,722,1,176,12,13826,picker-5,,1,,15552.0
4526,722,1,7,5,13826,picker-5,,1,,15762.0
4527,722,1,88,12,13826,picker-5,,1,,15571.0
4528,722,1,84,7,13826,picker-5,,1,,15845.0
4529,722,1,900,2,13826,picker-5,,1,,15946.0
4530,722,1,202,12,13826,picker-5,,1,,15519.0
4531,722,1,1009,1,13826,picker-5,,1,,16234.0
4532,722,1,247,2,13826,picker-5,,1,,15868.0
4533,722,1,66,12,13826,picker-5,,1,,15519.0
4534,722,1,246,1,13826,picker-5,,1,,15519.0
4535,723,1,350,2,13930,picker-5,,1,,14314.0
4536,724,1,874,1,14148,picker-5,,1,,17446.0
4537,724,1,130,11,14148,picker-5,,1,,16510.0
4538,725,1,27,7,14184,picker-1,,1,,15875.0
4539,725,1,353,6,14184,picker-1,,1,,15887.0
4540,725,1,83,10,14184,picker-1,,1,,15834.0
4541,725,1,309,4,14184,picker-1,,1,,16079.0
4542,725,1,247,2,14184,picker-1,,1,,15848.0
4543,725,1,1870,2,14184,picker-1,,1,,16680.0
4544,726,1,469,12,14193,picker-3,,1,,16027.0
4545,727,1,679,12,14276,picker-5,,1,,14878.0
4546,727,1,1060,3,14276,picker-5,,1,,15009.0
4547,727,1,498,4,14276,picker-5,,1,,14885.0
4548,727,1,1121,1,14276,picker-5,,1,,15241.0
4549,727,1,825,1,14276,picker-5,,1,,15223.0
4550,728,1,1170,2,14283,picker-5,,1,,24860.0
4551,728,1,1574,1,14283,picker-5,,1,,24771.0
4552,728,1,487,1,14283,picker-5,,1,,25450.0
4553,728,1,496,4,14283,picker-5,,1,,23845.0
4554,728,1,307,1,14283,picker-5,,1,,23770.0
4555,728,1,444,9,14283,picker-5,,1,,23722.0
4556,728,1,155,10,14283,picker-5,,1,,23746.0
4557,728,1,2,3,14283,picker-5,,1,,23907.0
4558,728,1,391,4,14283,picker-5,,1,,23770.0
4559,728,1,804,2,14283,picker-5,,1,,24951.0
4560,728,1,4058,2,14283,picker-5,,1,,25069.0
4561,728,1,32,1,14283,picker-5,,1,,24601.0
4562,729,1,145,11,14301,picker-5,,1,,15103.0
4563,730,1,2300,2,14303,picker-5,,1,,16191.0
4564,730,1,418,2,14303,picker-5,,1,,16187.0
4565,730,1,493,6,14303,picker-5,,1,,15835.0
4566,730,1,34,6,14303,picker-5,,1,,15762.0
4567,730,1,2046,2,14303,picker-5,,1,,16121.0
4568,730,1,128,12,14303,picker-5,,1,,15639.0
4569,730,1,59,4,14303,picker-5,,1,,15639.0
4570,731,1,1807,1,14381,picker-5,,1,,20525.0
4571,732,1,2807,1,14386,picker-4,,1,,25950.0
4572,732,1,476,7,14386,picker-4,,1,,25853.0
4573,732,1,184,11,14386,picker-4,,1,,25853.0
4574,732,1,265,3,14386,picker-4,,1,,25566.0
4575,733,1,229,12,14472,picker-1,,1,,14994.0
4576,733,1,1159,2,14472,picker-1,,1,,15468.0
4577,733,1,96,9,14472,picker-1,,1,,14994.0
4578,733,1,1173,3,14472,picker-1,,1,,15372.0
4579,734,1,797,1,14535,picker-5,,1,,16727.0
4580,734,1,377,1,14535,picker-5,,1,,16710.0
4581,734,1,35,12,14535,picker-5,,1,,16604.0
4582,734,1,265,1,14535,picker-5,,1,,16692.0
4583,734,1,16,7,14535,picker-5,,1,,16575.0
4584,734,1,2,5,14535,picker-5,,1,,16556.0
4585,734,1,1194,3,14535,picker-5,,1,,16858.0
4586,735,1,597,3,14603,picker-1,,1,,17542.0
4587,735,1,2211,2,14603,picker-1,,1,,18190.0
4588,735,1,368,1,14603,picker-1,,1,,18491.0
4589,735,1,179,8,14603,picker-1,,1,,17703.0
4590,735,1,115,10,14603,picker-1,,1,,17426.0
4591,735,1,268,1,14603,picker-1,,1,,18358.0
4592,735,1,300,1,14603,picker-1,,1,,18648.0
4593,735,1,73,12,14603,picker-1,,1,,17451.0
4594,735,1,33,8,14603,picker-1,,1,,17370.0
4595,735,1,1188,1,14603,picker-1,,1,,18671.0
4596,735,1,183,8,14603,picker-1,,1,,17691.0
4597,735,1,93,6,14603,picker-1,,1,,17474.0
4598,735,1,280,1,14603,picker-1,,1,,18724.0
4599,735,1,252,2,14603,picker-1,,1,,18342.0
4600,735,1,1083,3,14603,picker-1,,1,,17942.0
4601,735,1,210,12,14603,picker-1,,1,,18127.0
4602,735,1,3,12,14603,picker-1,,1,,17426.0
4603,735,1,15,12,14603,picker-1,,1,,17542.0
4604,735,1,2821,1,14603,picker-1,,1,,18496.0
4605,735,1,42,7,14603,picker-1,,1,,17451.0
4606,735,1,25,12,14603,picker-1,,1,,17474.0
4607,735,1,952,2,14603,picker-1,,1,,18194.0
4608,735,1,1382,4,14603,picker-1,,1,,17782.0
4609,735,1,311,1,14603,picker-1,,1,,18537.0
4610,735,1,23,9,14603,picker-1,,1,,17617.0
4611,735,1,868,2,14603,picker-1,,1,,17957.0
4612,735,1,394,1,14603,picker-1,,1,,17838.0
4613,735,1,515,2,14603,picker-1,,1,,18175.0
4614,735,1,31,12,14603,picker-1,,1,,17370.0
4615,735,1,533,11,14603,picker-1,,1,,17823.0
4616,735,1,1202,2,14603,picker-1,,1,,18335.0
4617,736,1,874,1,14707,picker-5,,1,,19157.0
4618,737,1,274,1,14717,picker-1,,1,,17135.0
4619,737,1,99,12,14717,picker-1,,1,,17095.0
4620,738,1,565,10,14718,picker-1,,1,,15666.0
4621,739,1,421,12,14751,picker-5,,1,,17361.0
4622,739,1,158,9,14751,picker-5,,1,,17374.0
4623,740,1,1141,7,14755,picker-2,,1,,16268.0
4624,740,1,125,11,14755,picker-2,,1,,16046.0
4625,740,1,2267,1,14755,picker-2,,1,,17205.0
4626,740,1,435,7,14755,picker-2,,1,,16300.0
4627,740,1,42,7,14755,picker-2,,1,,15735.0
4628,740,1,1400,3,14755,picker-2,,1,,16557.0
4629,740,1,523,4,14755,picker-2,,1,,16103.0
4630,740,1,117,12,14755,picker-2,,1,,15735.0
4631,740,1,82,8,14755,picker-2,,1,,16187.0
4632,740,1,683,8,14755,picker-2,,1,,16076.0
4633,740,1,261,3,14755,picker-2,,1,,15967.0
4634,740,1,18,1,14755,picker-2,,1,,16907.0
4635,740,1,1781,2,14755,picker-2,,1,,16667.0
4636,740,1,1198,1,14755,picker-2,,1,,17194.0
4637,740,1,6,3,14755,picker-2,,1,,16366.0
4638,740,1,330,1,14755,picker-2,,1,,15985.0
4639,740,1,77,7,14755,picker-2,,1,,16570.0
4640,740,1,34,11,14755,picker-2,,1,,15702.0
4641,740,1,3585,1,14755,picker-2,,1,,17003.0
4642,740,1,405,6,14755,picker-2,,1,,15735.0
4643,741,1,541,8,14830,picker-2,,1,,17000.0
4644,742,1,3343,2,14837,picker-5,,1,,16195.0
4645,742,1,95,7,14837,picker-5,,1,,15585.0
4646,742,1,66,11,14837,picker-5,,1,,15552.0
4647,743,1,1473,2,14879,picker-4,,1,,22786.0
4648,744,1,445,2,14888,picker-2,,1,,15421.0
4649,744,1,19,4,14888,picker-2,,1,,15359.0
4650,745,1,705,7,14905,picker-2,,1,,15293.0
4651,746,1,1336,2,14908,picker-5,,1,,17701.0
4652,746,1,1240,1,14908,picker-5,,1,,17689.0
4653,746,1,293,2,14908,picker-5,,1,,17696.0
4654,746,1,39,12,14908,picker-5,,1,,17664.0
4655,746,1,840,2,14908,picker-5,,1,,18840.0
4656,746,1,14,9,14908,picker-5,,1,,17677.0
4657,746,1,197,12,14908,picker-5,,1,,17719.0
4658,747,1,1572,2,14928,picker-1,,1,,16741.0
4659,747,1,29,8,14928,picker-1,,1,,16190.0
4660,747,1,200,12,14928,picker-1,,1,,16079.0
4661,747,1,359,3,14928,picker-1,,1,,16537.0
4662,747,1,6,5,14928,picker-1,,1,,16342.0
4663,747,1,241,1,14928,picker-1,,1,,16937.0
4664,747,1,198,12,14928,picker-1,,1,,16041.0
4665,747,1,1,6,14928,picker-1,,1,,16041.0
4666,747,1,1122,4,14928,picker-1,,1,,16418.0
4667,747,1,154,9,14928,picker-1,,1,,16017.0
4668,748,1,299,1,14947,picker-5,,1,,15259.0
4669,749,1,764,9,15049,picker-4,,1,,16610.0
4670,750,1,1305,1,15115,picker-4,,1,,17377.0
4671,750,1,135,12,15115,picker-4,,1,,16191.0
4672,750,1,393,3,15115,picker-4,,1,,16964.0
4673,750,1,1190,4,15115,picker-4,,1,,16900.0
4674,750,1,62,7,15115,picker-4,,1,,16592.0
4675,750,1,271,1,15115,picker-4,,1,,16191.0
4676,750,1,230,1,15115,picker-4,,1,,17717.0
4677,750,1,179,6,15115,picker-4,,1,,16655.0
4678,750,1,148,9,15115,picker-4,,1,,16107.0
4679,750,1,291,2,15115,picker-4,,1,,17146.0
4680,750,1,25,10,15115,picker-4,,1,,16293.0
4681,750,1,3,12,15115,picker-4,,1,,16107.0
4682,750,1,880,3,15115,picker-4,,1,,16127.0
4683,750,1,808,1,15115,picker-4,,1,,17258.0
4684,750,1,297,1,15115,picker-4,,1,,17482.0
4685,750,1,1052,3,15115,picker-4,,1,,16443.0
4686,750,1,523,5,15115,picker-4,,1,,16759.0
4687,751,1,314,1,15231,picker-5,,1,,16249.0
4688,751,1,262,1,15231,picker-5,,1,,16391.0
4689,752,1,35,10,15237,picker-5,,1,,16604.0
4690,752,1,1764,1,15237,picker-5,,1,,17418.0
4691,752,1,2275,3,15237,picker-5,,1,,16556.0
4692,752,1,42,4,15237,picker-5,,1,,16692.0
4693,753,1,1072,2,15245,picker-4,,1,,19025.0
4694,753,1,33,11,15245,picker-4,,1,,18222.0
4695,753,1,876,3,15245,picker-4,,1,,19130.0
4696,753,1,958,1,15245,picker-4,,1,,18040.0
4697,753,1,468,5,15245,picker-4,,1,,18708.0
4698,753,1,1298,2,15245,picker-4,,1,,19453.0
4699,753,1,1988,1,15245,picker-4,,1,,19025.0
4700,753,1,15,12,15245,picker-4,,1,,17857.0
4701,753,1,275,2,15245,picker-4,,1,,18994.0
4702,753,1,1771,1,15245,picker-4,,1,,20783.0
4703,753,1,1616,2,15245,picker-4,,1,,19374.0
4704,753,1,24,11,15245,picker-4,,1,,17881.0
4705,753,1,378,1,15245,picker-4,,1,,18256.0
4706,753,1,123,11,15245,picker-4,,1,,17956.0
4707,753,1,3322,2,15245,picker-4,,1,,20098.0
4708,753,1,5,6,15245,picker-4,,1,,17910.0
4709,753,1,32,1,15245,picker-4,,1,,18417.0
4710,753,1,235,4,15245,picker-4,,1,,17910.0
4711,753,1,231,1,15245,picker-4,,1,,18476.0
4712,753,1,285,2,15245,picker-4,,1,,18065.0
4713,753,1,732,5,15245,picker-4,,1,,18722.0
4714,753,1,509,1,15245,picker-4,,1,,20741.0
4715,753,1,97,7,15245,picker-4,,1,,18476.0
4716,754,1,355,7,15306,picker-1,,1,,17030.0
4717,755,1,72,6,15323,picker-4,,1,,16443.0
4718,755,1,460,3,15323,picker-4,,1,,16354.0
4719,755,1,23,10,15323,picker-4,,1,,16278.0
4720,755,1,354,1,15323,picker-4,,1,,16592.0
4721,755,1,126,3,15323,picker-4,,1,,17025.0
4722,755,1,119,9,15323,picker-4,,1,,16501.0
4723,755,1,1437,1,15323,picker-4,,1,,17318.0
4724,755,1,67,8,15323,picker-4,,1,,16306.0
4725,755,1,11,10,15323,picker-4,,1,,16220.0
4726,755,1,145,12,15323,picker-4,,1,,16264.0
4727,756,1,855,1,15355,,,-3,,
4728,757,1,120,5,15398,picker-2,,1,,16391.0
4729,757,1,74,12,15398,picker-2,,1,,15833.0
4730,757,1,1154,5,15398,picker-2,,1,,15967.0
4731,757,1,9,12,15398,picker-2,,1,,15799.0
4732,757,1,491,5,15398,picker-2,,1,,16399.0
4733,758,1,2372,1,15467,picker-4,,1,,22013.0
4734,759,1,365,1,15511,picker-5,,1,,19018.0
4735,759,1,490,12,15511,picker-5,,1,,18072.0
4736,759,1,987,1,15511,picker-5,,1,,19125.0
4737,759,1,125,12,15511,picker-5,,1,,17796.0
4738,759,1,540,8,15511,picker-5,,1,,18114.0
4739,759,1,402,2,15511,picker-5,,1,,18777.0
4740,759,1,8,3,15511,picker-5,,1,,17796.0
4741,759,1,274,2,15511,picker-5,,1,,18443.0
4742,759,1,1956,1,15511,picker-5,,1,,19299.0
4743,759,1,14,8,15511,picker-5,,1,,18095.0
4744,759,1,816,3,15511,picker-5,,1,,18154.0
4745,759,1,45,10,15511,picker-5,,1,,17838.0
4746,759,1,105,12,15511,picker-5,,1,,18172.0
4747,759,1,0,5,15511,picker-5,,1,,18188.0
4748,759,1,841,3,15511,picker-5,,1,,18529.0
4749,759,1,1755,3,15511,picker-5,,1,,18095.0
4750,759,1,10,9,15511,picker-5,,1,,17872.0
4751,759,1,382,3,15511,picker-5,,1,,18607.0
