item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,mean_daily_demand,cv,box_length,box_width,box_height,box_volume,box_weight,item_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
1773,14312055001,B,17,31,2.0476,1.6524,29.0,23.0,30.0,20010.0,3.0,0.25,12,1667.5,PCS,"[1, 2, 3, 7]",0.5,0.4
1774,11100015001,B,17,13,0.9524,1.4272,37.0,30.0,28.0,31080.0,18.12,4.53,4,7770.0,PCS,"[1, 2]",0.5,0.4
1775,14200092001,B,17,25,1.7143,1.5559,37.0,29.0,19.0,20387.0,3.35,0.14,24,849.5,PCS,"[1, 2, 3, 5, 6]",0.5,0.4
1776,14506145001,B,17,16,1.0,1.7029,46.0,35.0,27.0,43470.0,4.86,0.608,8,5433.8,PCS,"[1, 2]",0.5,0.4
1777,11074048001,B,17,19,1.9524,1.3403,24.0,22.0,11.0,5808.0,0.6,0.06,10,580.8,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
1778,14200021001,B,17,19,1.4762,1.2604,44.0,29.0,29.0,37004.0,11.4,0.475,24,1541.8,PCS,"[1, 3, 4]",0.5,0.4
1779,12011275001,B,17,9,0.9048,1.2059,43.0,31.0,29.0,38657.0,9.75,0.812,12,3221.4,PCS,"[1, 2]",0.5,0.4
1780,12011252001,B,17,15,1.0952,1.4117,48.0,29.0,28.0,38976.0,15.1,1.258,12,3248.0,PCS,"[1, 2]",0.5,0.4
1781,10022014001,B,17,32,2.2857,1.4651,33.0,22.0,14.0,10164.0,6.75,1.125,6,1694.0,PCS,"[1, 2, 3, 5, 6]",0.5,0.4
1782,14521168001,B,17,19,1.1905,1.7744,36.0,31.0,15.0,16740.0,2.23,0.093,24,697.5,PCS,"[1, 2, 3, 4]",0.5,0.4
1783,12120030001,B,17,40,3.1429,1.2975,44.0,27.0,18.0,21384.0,2.21,0.061,36,594.0,PCS,"[3, 6]",0.5,0.4
1784,12011244001,B,17,7,0.8095,0.926,50.0,27.0,24.0,32400.0,14.0,1.167,12,2700.0,PCS,[1],0.5,0.4
1785,14510090001,B,17,15,1.7619,1.0903,35.0,24.0,5.0,4288.0,2.5,2.5,1,4287.5,PCS,"[1, 2, 3, 5, 6]",0.5,0.4
1786,12123903001,B,17,56,3.7143,1.6446,11.0,10.0,16.0,1758.0,0.4,0.4,1,1757.59,PCS,"[2, 4, 12, 22]",0.5,0.4
1787,31500030001,B,17,12,1.0952,1.5523,45.0,30.0,14.0,18900.0,7.0,0.35,20,945.0,PCS,"[1, 2, 5]",0.5,0.4
1788,12000124001,B,17,10,1.0952,1.0766,29.0,17.0,25.0,12325.0,4.94,0.823,6,2054.2,PCS,"[1, 2, 3]",0.5,0.4
1789,14242083001,B,17,17,1.2381,1.4427,35.0,30.0,18.0,18900.0,1.91,0.191,10,1890.0,PCS,"[1, 2, 4]",0.5,0.4
1790,14330020001,B,17,14,1.0476,1.3321,54.0,42.0,24.0,54432.0,13.81,1.726,8,6804.0,PCS,"[1, 2, 3]",0.5,0.4
1791,12106044001,B,17,10,1.0476,1.1875,40.0,25.0,18.0,18000.0,2.228,0.124,18,1000.0,PCS,"[1, 2, 4]",0.5,0.4
1792,14204118001,B,17,16,1.2381,1.3492,39.0,27.0,21.0,22113.0,2.08,0.104,20,1105.7,PCS,"[1, 2, 4]",0.5,0.4
1793,14101021001,B,17,36,2.4286,1.6136,32.0,17.0,14.0,7616.0,2.0,0.042,48,158.7,PCS,"[1, 2, 3, 4, 10, 12]",0.5,0.4
1794,14301108001,B,17,20,1.3333,1.5792,37.0,29.0,26.0,27898.0,1.8,0.15,12,2324.8,PCS,"[1, 2, 4, 5]",0.5,0.4
1795,14822042001,B,17,59,4.4286,1.3985,36.0,27.0,18.0,17496.0,10.47,0.218,48,364.5,PCS,"[3, 6, 9, 12, 24]",0.5,0.4
1796,14242154001,B,17,14,1.619,1.1301,31.0,24.0,15.0,11160.0,2.03,0.203,10,1116.0,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
1797,14204136001,B,17,13,1.4762,1.0411,33.0,28.0,23.0,21252.0,1.2,0.1,12,1771.0,PCS,"[1, 2, 3, 4]",0.5,0.4
1798,31914003001,B,17,14,1.4762,1.2046,32.0,28.0,5.0,4480.0,0.7,0.029,24,186.7,PCS,"[1, 2, 3, 5]",0.5,0.4
1799,11110095001,B,17,16,1.6667,1.2633,38.0,24.0,28.0,25536.0,12.03,2.005,6,4256.0,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
1800,10014037001,B,17,33,3.5714,1.2351,40.0,27.0,13.0,14040.0,10.08,0.42,24,585.0,PCS,"[3, 6, 9]",0.5,0.4
1801,11032024001,B,17,56,4.0,1.5083,46.0,36.0,28.0,46368.0,11.03,0.46,24,1932.0,PCS,"[2, 4, 6, 8, 10, 12]",0.5,0.4
1802,14243006001,B,17,61,2.4286,3.199,54.0,37.0,18.0,35964.0,11.06,0.461,24,1498.5,PCS,"[1, 2, 3, 9, 10, 12]",0.5,0.4
1803,10023049001,B,17,9,0.9524,1.2189,37.0,32.0,20.0,23680.0,10.33,3.443,3,7893.3,PCS,"[1, 2]",0.5,0.4
1804,11103088001,B,17,21,1.2381,1.9436,46.0,26.0,36.0,43056.0,17.43,4.358,4,10764.0,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
1805,31822064001,B,17,12,1.2857,1.2085,93.0,31.0,7.0,20181.0,9.8,9.8,1,20181.0,PCS,"[1, 2]",0.5,0.4
1806,14506130001,B,17,10,0.8571,1.5339,54.0,36.0,29.0,56376.0,15.96,1.33,12,4698.0,PCS,[1],0.5,0.4
1807,14000322001,B,17,16,1.4762,1.5241,37.0,27.0,35.0,34965.0,3.03,0.252,12,2913.8,PCS,"[1, 2, 3, 6]",0.5,0.4
1808,11031912001,B,17,27,2.0476,1.3768,35.0,24.0,23.0,19320.0,8.35,0.348,24,805.0,PCS,"[1, 2, 3, 5, 6, 10]",0.5,0.4
1809,14111058001,B,17,19,1.1905,1.7341,40.0,30.0,8.0,9600.0,0.2,0.2,1,9600.0,PCS,"[1, 2, 6]",0.5,0.4
1810,14010195001,B,17,11,1.0952,1.3818,48.0,36.0,30.0,51840.0,2.4,0.12,20,2592.0,PCS,"[1, 2]",0.5,0.4
1811,14361146001,B,17,13,1.0,1.3416,45.0,33.0,22.0,32670.0,3.836,0.32,12,2722.5,PCS,"[1, 2]",0.5,0.4
1812,14222898001,B,17,62,6.8571,1.2151,53.0,27.0,16.0,22896.0,7.8,0.217,36,636.0,PCS,"[6, 12, 18]",0.5,0.4
1813,11110090001,B,17,28,1.7619,1.7577,38.0,24.0,28.0,25536.0,12.03,2.005,6,4256.0,PCS,"[1, 2, 3, 4, 8]",0.5,0.4
1814,10033048001,B,17,66,6.4762,1.4548,43.0,28.0,24.0,28896.0,16.28,0.678,24,1204.0,PCS,"[4, 8, 16, 20, 24]",0.5,0.4
1815,11110078004,B,17,8,0.9524,1.0221,23.0,22.0,20.0,10120.0,2.88,0.288,10,1012.0,PCS,"[1, 2, 3]",0.5,0.4
1816,14700029001,B,17,24,1.4762,1.8628,38.0,31.0,16.0,18848.0,5.18,0.432,12,1570.7,PCS,"[1, 2, 12]",0.5,0.4
1817,14211038001,B,17,11,1.1905,1.1766,27.0,19.0,15.0,7695.0,0.52,0.026,20,384.8,PCS,"[1, 2, 3]",0.5,0.4
1818,14111021001,B,17,11,1.2381,1.1678,40.0,28.0,27.0,30240.0,4.76,0.397,12,2520.0,PCS,"[1, 2, 4]",0.5,0.4
1819,14506036001,B,17,29,3.2381,1.1468,37.0,32.0,27.0,31968.0,4.39,0.137,32,999.0,PCS,[4],0.5,0.4
1820,14222005001,B,17,28,2.0,1.5,47.0,30.0,15.0,21150.0,9.24,0.77,12,1762.5,PCS,"[1, 2, 3, 9]",0.5,0.4
1821,12000223001,B,17,14,0.9524,1.5025,45.0,22.0,27.0,26730.0,11.2,0.933,12,2227.5,PCS,"[1, 2]",0.5,0.4
1822,11103027001,B,17,27,1.8571,1.5352,40.0,24.0,31.0,29760.0,10.76,1.793,6,4960.0,PCS,"[1, 2, 3, 6]",0.5,0.4
1823,14500051001,B,17,85,4.1905,2.4611,32.0,30.0,14.0,13440.0,2.5,0.104,24,560.0,PCS,"[4, 8]",0.5,0.4
1824,14111063001,B,17,21,1.5714,1.3733,41.0,28.0,30.0,34440.0,5.4,0.54,10,3444.0,PCS,"[1, 2, 3, 6]",0.5,0.4
1825,14633896001,B,17,28,1.5714,2.0578,42.0,28.0,10.0,11760.0,7.55,0.315,24,490.0,PCS,"[1, 2, 3, 5, 8]",0.5,0.4
1826,14302006001,B,16,37,2.5714,1.5583,50.0,33.0,28.0,46200.0,9.16,0.254,36,1283.3,PCS,"[1, 2, 3, 4, 6, 12]",0.5,0.4
1827,11070016001,B,16,11,1.0952,1.2882,54.0,38.0,27.0,55404.0,14.7,0.612,24,2308.5,PCS,"[1, 2]",0.5,0.4
1828,14315004001,B,16,17,1.1905,1.4699,35.0,23.0,28.0,22540.0,2.25,0.188,12,1878.3,PCS,"[1, 2, 3, 5]",0.5,0.4
1829,14509005001,B,16,12,1.0476,1.6935,46.0,33.0,27.0,40986.0,3.8,0.158,24,1707.8,PCS,"[1, 2]",0.5,0.4
1830,14000210001,B,16,9,0.9524,1.2633,51.0,26.0,18.0,23868.0,2.02,0.168,12,1989.0,PCS,"[1, 2, 3]",0.5,0.4
1831,14204077001,B,16,8,0.9048,1.1,47.0,32.0,21.0,31584.0,4.73,0.131,36,877.3,PCS,"[1, 2]",0.5,0.4
1832,12123024001,B,16,26,1.8571,1.5066,49.0,37.0,23.0,41699.0,2.886,0.16,18,2316.6,PCS,"[1, 2, 3, 10]",0.5,0.4
1833,14000098001,B,16,9,0.8571,1.3944,45.0,25.0,19.0,21375.0,1.77,0.148,12,1781.3,PCS,"[1, 3]",0.5,0.4
1834,14310025001,B,16,40,2.4286,1.8349,32.0,21.0,17.0,11424.0,3.06,0.51,6,1904.0,PCS,"[1, 2, 4, 6, 10]",0.5,0.4
1835,12201059001,B,16,111,8.0,2.1909,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[24, 48, 144, 240]",0.5,0.4
1836,12105001001,B,16,19,1.2857,1.5583,44.0,26.0,29.0,33176.0,14.26,1.188,12,2764.7,PCS,"[1, 2, 5]",0.5,0.4
1837,11101039001,B,16,22,1.4762,1.5686,35.0,37.0,18.0,23310.0,12.31,2.052,6,3885.0,PCS,"[1, 2, 4, 6]",0.5,0.4
1838,14822050001,B,16,15,1.4762,1.4309,31.0,24.0,14.0,10416.0,7.8,0.65,12,868.0,PCS,"[1, 2, 3, 4]",0.5,0.4
1839,12123014001,B,16,42,2.7619,1.6706,44.0,32.0,21.0,29568.0,1.356,0.113,12,2464.0,PCS,"[1, 2, 3, 6, 11, 12]",0.5,0.4
1840,14506014001,B,16,18,1.0,2.0494,34.0,32.0,28.0,30464.0,5.32,0.665,8,3808.0,PCS,"[1, 2]",0.5,0.4
1841,10021005001,B,16,310,17.7143,2.0477,41.0,27.0,13.0,14391.0,9.07,0.378,24,599.6,PCS,"[6, 18, 24, 48]",0.5,0.4
1842,14010033001,B,16,13,1.0952,1.7776,47.0,32.0,38.0,57152.0,2.32,0.193,12,4762.7,PCS,"[1, 2]",0.5,0.4
1843,14822023001,B,16,8,0.9048,1.1542,32.0,24.0,13.0,9984.0,6.57,0.548,12,832.0,PCS,"[1, 2]",0.5,0.4
1844,31623026001,B,16,15,1.6667,1.19,40.0,33.0,35.0,46200.0,12.6,0.42,30,1540.0,PCS,"[1, 2, 3, 5, 6]",0.5,0.4
1845,14360042001,B,16,17,1.0476,1.7202,51.0,40.0,26.0,53040.0,9.93,0.552,18,2946.7,PCS,"[1, 2, 5]",0.5,0.4
1846,14600032001,B,16,9,0.9524,1.2633,37.0,20.0,22.0,16280.0,12.76,0.532,24,678.3,PCS,"[1, 2, 3]",0.5,0.4
1847,14621009001,B,16,8,0.8095,1.3315,32.0,26.0,20.0,16640.0,7.14,0.595,12,1386.7,PCS,"[1, 2]",0.5,0.4
1848,14351055001,B,16,27,1.381,2.2954,49.0,29.0,28.0,39788.0,6.18,0.386,16,2486.8,PCS,"[1, 2, 3, 6]",0.5,0.4
1849,14311065001,B,16,22,1.5238,1.5753,44.0,40.0,25.0,44000.0,10.898,0.545,20,2200.0,PCS,"[1, 2, 6, 10]",0.5,0.4
1850,14620133001,B,16,35,2.0952,1.9145,25.0,20.0,28.0,14000.0,10.2,0.85,12,1166.7,PCS,"[1, 2, 3, 5, 6, 12]",0.5,0.4
1851,10033002001,B,16,121,8.381,1.5764,35.0,26.0,31.0,28210.0,16.32,1.36,12,2350.8,PCS,"[1, 2, 3, 5, 6, 12, 24]",0.5,0.4
1852,11062013001,B,16,8,0.8571,1.062,36.0,28.0,26.0,26208.0,7.66,0.255,30,873.6,PCS,"[1, 2]",0.5,0.4
1853,12105067001,B,16,14,1.0,1.5166,35.0,28.0,26.0,25480.0,10.76,1.793,6,4246.7,PCS,"[1, 2]",0.5,0.4
1854,11040031001,B,16,62,3.381,2.1379,34.0,24.0,29.0,23664.0,10.25,0.854,12,1972.0,PCS,"[1, 2, 3, 4, 8, 12, 15]",0.5,0.4
1855,11062019001,B,16,8,0.9048,1.043,51.0,42.0,18.0,38556.0,1.24,0.034,36,1071.0,PCS,"[1, 2]",0.5,0.4
1856,30045077002,B,16,25,2.1429,1.7479,32.0,26.0,13.0,10816.0,1.5,0.075,20,540.8,PCS,"[1, 2, 4, 6]",0.5,0.4
1857,14506315001,B,16,26,1.6667,1.763,39.0,24.0,12.0,11232.0,6.29,0.314,20,561.6,PCS,"[1, 2, 10]",0.5,0.4
1858,14613899001,B,16,9,0.9524,1.1248,35.0,23.0,30.0,24150.0,11.8,1.967,6,4025.0,PCS,"[1, 2]",0.5,0.4
1859,14103070001,B,16,17,1.0952,1.6562,63.0,38.0,23.0,55062.0,5.17,0.431,12,4588.5,PCS,"[1, 2, 7]",0.5,0.4
1860,14621058001,B,16,17,1.1429,1.6202,27.0,21.0,30.0,17010.0,10.0,0.833,12,1417.5,PCS,"[1, 2, 3]",0.5,0.4
1861,12011268001,B,16,9,0.9048,1.3494,45.0,28.0,28.0,35280.0,14.43,1.202,12,2940.0,PCS,"[1, 2]",0.5,0.4
1862,14611001001,B,16,10,1.0,1.2247,30.0,26.0,24.0,18720.0,10.03,0.627,16,1170.0,PCS,"[1, 2, 3]",0.5,0.4
1863,14613018001,B,16,8,0.8571,1.2394,25.0,20.0,30.0,15000.0,13.938,1.162,12,1250.0,PCS,"[1, 2]",0.5,0.4
1864,14616021001,B,16,9,0.9524,1.3062,37.0,30.0,32.0,35520.0,21.0,3.5,6,5920.0,PCS,"[1, 2]",0.5,0.4
1865,14602011001,B,16,8,0.7619,1.3062,12.0,9.0,11.0,1188.0,0.8,0.133,6,198.0,PCS,[1],0.5,0.4
1866,14601051001,B,16,8,0.9048,1.1,30.0,23.0,17.0,11730.0,4.326,0.18,24,488.8,PCS,"[1, 2, 3]",0.5,0.4
1867,14833049001,B,16,21,2.7143,0.9184,35.0,27.0,10.0,9450.0,5.078,0.212,24,393.8,PCS,"[3, 9]",0.5,0.4
1868,11032002001,B,16,226,16.8571,1.422,43.0,24.0,23.0,23736.0,12.21,0.339,36,659.3,PCS,"[6, 12, 18, 24, 30, 36]",0.5,0.4
1869,14000106001,B,16,13,1.0,1.8708,40.0,30.0,24.0,28800.0,2.73,0.341,8,3600.0,PCS,"[1, 3]",0.5,0.4
1870,14830048001,B,16,32,3.7143,1.1105,31.0,24.0,10.0,7440.0,3.78,0.158,24,310.0,PCS,"[3, 6, 9, 12]",0.5,0.4
1871,14243016001,B,16,12,1.1905,1.291,54.0,37.0,18.0,35964.0,11.06,0.461,24,1498.5,PCS,"[1, 2, 3]",0.5,0.4
1872,11051025001,B,16,16,1.619,1.273,28.0,21.0,18.0,10584.0,5.55,0.462,12,882.0,PCS,"[2, 4]",0.5,0.4
1873,14621013001,B,16,76,8.1429,1.2776,36.0,28.0,27.0,27216.0,16.0,1.333,12,2268.0,PCS,"[1, 2, 4, 8, 11, 12]",0.5,0.4
1874,14200085001,B,16,11,1.1429,1.2766,37.0,29.0,19.0,20387.0,3.5,0.146,24,849.5,PCS,"[1, 2, 3, 4]",0.5,0.4
1875,14510180001,B,16,32,1.6667,2.2316,35.0,24.0,5.0,4288.0,2.0,2.0,1,4287.5,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
1876,31501901004,B,16,18,1.2381,1.5725,45.0,29.0,16.0,20880.0,7.91,0.396,20,1044.0,PCS,"[1, 2, 3]",0.5,0.4
1877,14810018001,B,16,40,4.5714,1.1483,35.0,27.0,18.0,17010.0,10.6,0.442,24,708.8,PCS,"[3, 6, 9, 12]",0.5,0.4
1878,12000081001,B,16,15,1.0952,1.4117,25.0,17.0,26.0,11050.0,5.31,0.885,6,1841.7,PCS,"[1, 2, 3]",0.5,0.4
1879,10014076001,B,16,207,12.0,2.0062,40.0,28.0,12.0,13440.0,8.95,0.373,24,560.0,PCS,"[6, 12, 18, 24]",0.5,0.4
1880,12020028001,B,16,11,1.2381,1.1678,21.0,16.0,17.0,5712.0,1.61,0.134,12,476.0,PCS,"[1, 2, 5]",0.5,0.4
1881,14342025001,B,16,8,0.8095,1.273,31.0,24.0,13.0,9672.0,6.12,0.51,12,806.0,PCS,"[1, 2]",0.5,0.4
1882,14361137001,B,16,14,1.0952,1.2882,46.0,33.0,22.0,33396.0,3.798,0.316,12,2783.0,PCS,"[1, 2, 5]",0.5,0.4
1883,14210035001,B,16,7,0.8095,1.0783,40.0,27.0,28.0,30240.0,3.7,0.308,12,2520.0,PCS,"[1, 2]",0.5,0.4
1884,10020094001,B,16,70,5.7143,1.2438,41.0,28.0,16.0,18368.0,9.468,0.394,24,765.3,PCS,"[4, 8, 16, 24]",0.5,0.4
1885,14805018001,B,16,48,5.7143,1.0747,41.0,27.0,12.0,13284.0,9.5,0.396,24,553.5,PCS,"[6, 12, 24]",0.5,0.4
1886,14615114001,B,16,23,1.3333,1.9023,27.0,24.0,26.0,16848.0,7.424,0.619,12,1404.0,PCS,"[1, 2, 12]",0.5,0.4
1887,11103023001,B,16,15,1.5238,1.3226,47.0,27.0,36.0,45684.0,19.06,4.765,4,11421.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
1888,14632009001,B,16,8,0.9524,0.9079,26.0,20.0,17.0,8840.0,5.21,0.434,12,736.7,PCS,"[1, 2]",0.5,0.4
1889,12100046001,B,16,30,1.8095,1.8791,41.0,38.0,24.0,37392.0,12.9,0.179,72,519.3,PCS,"[2, 4]",0.5,0.4
1890,14223247001,B,16,12,1.0,1.6733,38.0,29.0,20.0,22040.0,5.06,0.316,16,1377.5,PCS,"[1, 2]",0.5,0.4
1891,12220019001,B,16,19,1.3333,1.4684,23.0,10.0,31.0,7421.0,1.0,1.0,1,7421.4,PCS,"[1, 2, 8]",0.5,0.4
1892,14506140001,B,16,37,3.619,1.437,40.0,32.0,27.0,34560.0,5.54,0.173,32,1080.0,PCS,"[4, 8]",0.5,0.4
1893,11050005001,B,16,21,1.7143,1.2256,31.0,29.0,25.0,22475.0,10.44,0.87,12,1872.9,PCS,"[1, 2, 3, 6]",0.5,0.4
1894,12211005001,B,16,8,0.9524,1.0747,21.0,20.0,10.0,4095.0,0.1,0.1,1,4095.0,PCS,"[1, 2]",0.5,0.4
1895,12011206001,B,16,21,1.4286,1.5585,33.0,26.0,28.0,24024.0,9.69,0.808,12,2002.0,PCS,"[1, 2, 10]",0.5,0.4
1896,14610007001,B,16,10,1.0476,1.1485,34.0,33.0,30.0,33660.0,15.5,2.583,6,5610.0,PCS,"[1, 2, 4]",0.5,0.4
1897,14810025001,B,16,61,3.8571,1.793,35.0,26.0,18.0,16380.0,10.72,0.447,24,682.5,PCS,"[1, 2, 3, 4, 5, 9, 12]",0.5,0.4
1898,10020010001,B,16,65,4.7619,1.4457,44.0,29.0,20.0,25520.0,13.9,0.579,24,1063.3,PCS,"[4, 8, 28]",0.5,0.4
1899,14223073001,B,16,10,1.0,1.3784,36.0,22.0,17.0,13464.0,1.03,0.086,12,1122.0,PCS,"[1, 2, 4]",0.5,0.4
1900,11010043001,B,16,21,1.6667,1.2198,36.0,34.0,32.0,39168.0,11.84,1.973,6,6528.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
1901,11050040001,B,16,15,1.0476,1.4625,45.0,24.0,30.0,32400.0,11.5,1.917,6,5400.0,PCS,"[1, 2, 6]",0.5,0.4
1902,14507076001,B,16,10,1.0476,1.1485,31.0,14.0,28.0,12152.0,10.39,0.52,20,607.6,PCS,"[1, 2]",0.5,0.4
1903,11022003002,B,16,19,1.3333,1.5062,33.0,22.0,27.0,19602.0,7.67,0.639,12,1633.5,PCS,"[1, 2, 5, 6]",0.5,0.4
1904,14511005001,B,16,28,2.0,1.4748,54.0,36.0,13.0,25272.0,16.33,2.722,6,4212.0,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
1905,12220011001,B,16,10,1.0,1.2649,31.0,21.0,22.0,14322.0,1.0,1.0,1,14322.0,PCS,"[1, 2]",0.5,0.4
1906,14633897001,B,16,24,1.5714,1.6171,42.0,28.0,10.0,11760.0,7.466,0.311,24,490.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
1907,11103054001,B,16,30,1.9524,1.6556,39.0,24.0,31.0,29016.0,13.14,2.19,6,4836.0,PCS,"[1, 2, 3, 4, 5, 10]",0.5,0.4
1908,10033022001,B,16,158,7.4762,2.588,35.0,26.0,31.0,28210.0,15.98,1.332,12,2350.8,PCS,"[1, 2, 3, 4, 6, 11, 12, 23]",0.5,0.4
1909,14010140001,B,16,21,1.5238,1.4765,40.0,29.0,12.0,13920.0,1.86,0.155,12,1160.0,PCS,"[1, 2, 4, 5]",0.5,0.4
1910,11103031001,B,16,15,0.9524,1.7085,27.0,9.0,20.0,5074.0,1.8,1.8,1,5074.48,PCS,"[1, 2, 3]",0.5,0.4
1911,15023010001,B,16,236,16.2857,1.5938,34.0,20.0,11.0,7480.0,6.77,0.282,24,311.7,PCS,"[6, 18, 24, 30, 66]",0.5,0.4
1912,11050131001,B,16,23,1.6667,1.4491,40.0,26.0,29.0,30160.0,14.0,1.167,12,2513.3,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
1913,14313019001,B,16,28,1.5714,2.0578,18.0,12.0,8.0,1966.0,0.1,0.1,1,1965.63,PCS,"[1, 2, 3, 6]",0.5,0.4
1914,14312070001,B,16,25,1.9524,1.3106,49.0,37.0,20.0,36260.0,5.5,0.229,24,1510.8,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
1915,31423019001,B,16,27,2.7143,1.3494,51.0,32.0,34.0,55488.0,10.53,0.176,60,924.8,PCS,"[3, 6, 9]",0.5,0.4
1916,14615052001,B,16,9,0.9524,1.1248,24.0,18.0,23.0,9936.0,5.9,0.492,12,828.0,PCS,"[1, 2, 3]",0.5,0.4
1917,35301005001,B,16,33,3.4762,1.2593,34.0,25.0,24.0,20400.0,10.51,0.876,12,1700.0,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
1918,12102013001,B,16,21,2.1905,1.2882,36.0,21.0,24.0,18144.0,8.24,0.206,40,453.6,PCS,"[2, 4, 6]",0.5,0.4
1919,11103270001,B,16,19,2.0476,1.181,39.0,23.0,29.0,26013.0,9.36,1.56,6,4335.5,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
1920,41301008002,B,16,10,0.7143,2.0833,62.0,31.0,30.0,57660.0,8.0,4.0,2,28830.0,PCS,"[1, 5]",0.5,0.4
1921,14111023001,B,16,16,1.2857,1.2333,42.0,33.0,31.0,42966.0,3.662,0.305,12,3580.5,PCS,"[1, 2, 3, 4]",0.5,0.4
1922,32511049001,B,15,60,5.619,1.5242,32.0,23.0,25.0,18400.0,11.52,2.304,5,3680.0,PCS,"[1, 2, 5, 9, 10]",0.5,0.4
1923,12011367001,B,15,8,0.8095,1.3315,43.0,31.0,29.0,38657.0,9.75,0.812,12,3221.4,PCS,"[1, 2]",0.5,0.4
1924,14361008001,B,15,9,0.8571,1.4888,48.0,34.0,20.0,32640.0,5.33,0.444,12,2720.0,PCS,"[1, 2]",0.5,0.4
1925,11103156001,B,15,20,1.5714,1.2498,35.0,27.0,31.0,29295.0,12.74,2.123,6,4882.5,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
1926,12011383001,B,15,9,0.7619,1.6552,39.0,26.0,28.0,28392.0,10.8,0.9,12,2366.0,PCS,"[1, 2]",0.5,0.4
1927,14242150001,B,15,16,1.0476,1.6388,38.0,27.0,24.0,24624.0,2.78,0.232,12,2052.0,PCS,"[1, 2, 6]",0.5,0.4
1928,14822965001,B,15,13,1.3333,1.3486,31.0,24.0,8.0,5952.0,4.73,0.394,12,496.0,PCS,"[1, 2, 3, 4]",0.5,0.4
1929,14000072001,B,15,13,0.9048,1.4789,50.0,27.0,15.0,20250.0,3.1,0.258,12,1687.5,PCS,"[1, 2, 4]",0.5,0.4
1930,12011409001,B,15,16,1.619,1.273,44.0,33.0,23.0,33396.0,14.01,1.168,12,2783.0,PCS,"[1, 2, 4]",0.5,0.4
1931,14242164001,B,15,19,1.381,1.4018,45.0,34.0,34.0,52020.0,3.18,0.265,12,4335.0,PCS,"[1, 2, 4, 6]",0.5,0.4
1932,12012043001,B,15,8,0.7619,1.3062,31.0,31.0,21.0,20181.0,10.5,0.438,24,840.9,PCS,"[1, 2]",0.5,0.4
1933,14310016001,B,15,21,1.5238,1.4321,48.0,28.0,19.0,25536.0,6.89,0.492,14,1824.0,PCS,"[1, 2, 4, 5, 7]",0.5,0.4
1934,31823049001,B,15,7,0.4286,2.51,122.0,31.0,8.0,30256.0,12.5,12.5,1,30256.0,PCS,"[1, 2]",0.5,0.4
1935,14850102001,B,15,6,0.5714,1.1832,76.0,42.0,14.0,44688.0,17.6,17.6,1,44688.0,PCS,"[1, 2]",0.5,0.4
1936,11103111001,B,15,11,1.1429,1.3352,39.0,25.0,30.0,29250.0,10.57,1.762,6,4875.0,PCS,"[1, 2, 4]",0.5,0.4
1937,14822026001,B,15,27,2.5714,1.4424,43.0,40.0,13.0,22360.0,17.0,0.567,30,745.3,PCS,"[1, 2, 3, 6]",0.5,0.4
1938,14822025001,B,15,17,1.8095,1.2059,44.0,32.0,11.0,15488.0,9.703,0.485,20,774.4,PCS,"[2, 4]",0.5,0.4
1939,11032008001,B,15,295,17.4286,1.9593,43.0,23.0,22.0,21758.0,12.2,0.339,36,604.4,PCS,"[6, 12, 18, 24, 30, 36, 72]",0.5,0.4
1940,14300046001,B,15,22,1.1905,2.2004,62.0,27.0,18.0,30132.0,2.0,0.167,12,2511.0,PCS,"[1, 2, 10]",0.5,0.4
1941,10035024001,B,15,95,10.8571,1.1542,30.0,23.0,27.0,18630.0,12.73,1.061,12,1552.5,PCS,"[12, 24]",0.5,0.4
1942,14243013001,B,15,18,1.0476,1.8965,36.0,28.0,19.0,19152.0,2.0,0.2,10,1915.2,PCS,"[1, 2, 3, 4]",0.5,0.4
1943,14830017001,B,15,27,2.8571,1.2633,36.0,27.0,10.0,9720.0,5.7,0.238,24,405.0,PCS,"[3, 6]",0.5,0.4
1944,14506074001,B,15,8,0.8571,1.1242,38.0,32.0,29.0,35264.0,4.7,0.588,8,4408.0,PCS,"[1, 2]",0.5,0.4
1945,12123143001,B,15,30,2.0952,1.5236,12.0,10.0,14.0,1738.0,0.175,0.175,1,1737.74,PCS,"[1, 2, 3, 4, 7]",0.5,0.4
